tweet_id,annotation1,annotation2,annotation3,gold_label
1385656938587901952,Supportive,Supportive,Supportive,Supportive
1385874653277790208,Supportive,Supportive,Supportive,Supportive
1386064982752772096,Supportive,Supportive,Supportive,Supportive
1385843428685058048,Supportive,Supportive,Supportive,Supportive
1386349521597251584,Supportive,Supportive,Supportive,Supportive
1386395698636201984,Supportive,Supportive,Supportive,Supportive
1385502612036980736,Supportive,Supportive,Supportive,Supportive
1385994587160805120,Not Supportive,Supportive,Not Supportive,Not Supportive
1385610409902841856,Supportive,Supportive,Supportive,Supportive
1385916116518776832,Supportive,Supportive,Supportive,Supportive
1385926595962081280,Supportive,Supportive,Supportive,Supportive
1385850472943210496,Supportive,Supportive,Supportive,Supportive
1386460290771001088,Supportive,Supportive,Supportive,Supportive
1385828025137258496,Supportive,Supportive,Supportive,Supportive
1385597759978356736,Supportive,Supportive,Supportive,Supportive
1386238931121942528,Supportive,Supportive,Supportive,Supportive
1385273394984271872,Supportive,Supportive,Supportive,Supportive
1385895453963833088,Supportive,Supportive,Supportive,Supportive
1385725455366504448,Supportive,Supportive,Supportive,Supportive
1386116048945098752,Supportive,Supportive,Supportive,Supportive
1385870336407703552,Supportive,Supportive,Supportive,Supportive
1386460230037512192,Supportive,Supportive,Supportive,Supportive
1385341295250526208,Supportive,Supportive,Supportive,Supportive
1385863754168995840,Supportive,Supportive,Supportive,Supportive
1385269269223645184,Not Supportive,Supportive,Not Supportive,Not Supportive
1385740285431500800,Supportive,Supportive,Supportive,Supportive
1385732719020290048,Supportive,Supportive,Supportive,Supportive
1385916991047938048,Supportive,Supportive,Supportive,Supportive
1385738030800048128,Supportive,Supportive,Supportive,Supportive
1385309283143884800,Supportive,Supportive,Supportive,Supportive
1386421265938862080,Supportive,Supportive,Supportive,Supportive
1386043191259025408,Supportive,Supportive,Supportive,Supportive
1385916283380805632,Supportive,Supportive,Supportive,Supportive
1385900583060598784,Supportive,Supportive,Supportive,Supportive
1387043657241423872,Supportive,Not Supportive,Supportive,Supportive
1386344442878218240,Supportive,Supportive,Supportive,Supportive
1385445966489296896,Supportive,Supportive,Supportive,Supportive
1385914927840432128,Supportive,Supportive,Supportive,Supportive
1386016953534385920,Not Supportive,Supportive,Supportive,Supportive
1385866258567008256,Supportive,Supportive,Supportive,Supportive
1386338320905424896,Supportive,Supportive,Supportive,Supportive
1385725465583923200,Supportive,Supportive,Supportive,Supportive
1385695872017649664,Supportive,Supportive,Supportive,Supportive
1385825337473388288,Supportive,Supportive,Supportive,Supportive
1386441755982061568,Supportive,Supportive,Supportive,Supportive
1386063159111393280,Supportive,Supportive,Supportive,Supportive
1385714244402954240,Supportive,Supportive,Supportive,Supportive
1385976973969686528,Supportive,Supportive,Supportive,Supportive
1389282965461504000,Supportive,Supportive,Supportive,Supportive
1385529620917858304,Supportive,Supportive,Supportive,Supportive
1386139696409939968,Supportive,Supportive,Supportive,Supportive
1385736387060768768,Supportive,Supportive,Supportive,Supportive
1385848669384187904,Supportive,Supportive,Supportive,Supportive
1385730101715800064,Supportive,Not Supportive,Supportive,Supportive
1386305760074817536,Supportive,Supportive,Supportive,Supportive
1385915545875255296,Supportive,Supportive,Supportive,Supportive
1385885023077818368,Supportive,Supportive,Supportive,Supportive
1386012282124132352,Supportive,Supportive,Supportive,Supportive
1386306348028251904,Supportive,Supportive,Supportive,Supportive
1386310139364392704,Supportive,Supportive,Supportive,Supportive
1385699437331324928,Not Supportive,Supportive,Supportive,Supportive
1386063074470371328,Supportive,Supportive,Supportive,Supportive
1385736701075656704,Supportive,Supportive,Supportive,Supportive
1386472656728256512,Supportive,Supportive,Supportive,Supportive
1386220694216732672,Supportive,Supportive,Supportive,Supportive
1386264710157324288,Supportive,Supportive,Supportive,Supportive
1386609016017755904,Supportive,Supportive,Supportive,Supportive
1386366546235334656,Supportive,Supportive,Supportive,Supportive
1385839305063469056,Supportive,Supportive,Supportive,Supportive
1387237212278775808,Supportive,Not Supportive,Not Supportive,Not Supportive
1385801403285741568,Supportive,Supportive,Supportive,Supportive
1385939035785506816,Supportive,Supportive,Supportive,Supportive
1385617271234580480,Supportive,Supportive,Supportive,Supportive
1385836276163743488,Supportive,Supportive,Supportive,Supportive
1384858728986411008,Supportive,Supportive,Supportive,Supportive
1385844112713211904,Supportive,Supportive,Supportive,Supportive
1385377803261071104,Supportive,Supportive,Supportive,Supportive
1386005625017016320,Supportive,Supportive,Supportive,Supportive
1386010956463886336,Supportive,Supportive,Supportive,Supportive
1385955498965585920,Supportive,Supportive,Supportive,Supportive
1386109665633718272,Supportive,Supportive,Supportive,Supportive
1386324922788573184,Supportive,Supportive,Supportive,Supportive
1386388401281249280,Supportive,Supportive,Supportive,Supportive
1385787065099505664,Supportive,Supportive,Supportive,Supportive
1385819576424935424,Supportive,Supportive,Supportive,Supportive
1386036733125570304,Supportive,Supportive,Supportive,Supportive
1385797165243502336,Supportive,Supportive,Supportive,Supportive
1386227146067169280,Supportive,Supportive,Supportive,Supportive
1385716448056774656,Supportive,Supportive,Supportive,Supportive
1385790955890954240,Supportive,Supportive,Supportive,Supportive
1386073971855183872,Not Supportive,Supportive,Supportive,Supportive
1385815772770013184,Not Supportive,Supportive,Supportive,Supportive
1385808098351255552,Supportive,Supportive,Supportive,Supportive
1386090202767106048,Supportive,Supportive,Supportive,Supportive
1385500537467113472,Not Supportive,Supportive,Not Supportive,Not Supportive
1385911680320773888,Supportive,Supportive,Supportive,Supportive
1386116672499552256,Supportive,Supportive,Supportive,Supportive
1385731800157335552,Supportive,Supportive,Supportive,Supportive
1386534587875086336,Supportive,Supportive,Supportive,Supportive
1386111392361578496,Supportive,Supportive,Supportive,Supportive
1386111227185614848,Supportive,Supportive,Supportive,Supportive
1385392086967521280,Supportive,Supportive,Supportive,Supportive
1386188082718908416,Supportive,Supportive,Supportive,Supportive
1386353372433841920,Supportive,Supportive,Supportive,Supportive
1386945005269536768,Supportive,Supportive,Supportive,Supportive
1385917046878261248,Supportive,Supportive,Supportive,Supportive
1385903225879023616,Supportive,Supportive,Supportive,Supportive
1385888388172058624,Supportive,Supportive,Supportive,Supportive
1385300507137388288,Supportive,Supportive,Supportive,Supportive
1385767363094761472,Supportive,Supportive,Supportive,Supportive
1385745580958359552,Supportive,Supportive,Supportive,Supportive
1385735243114688512,Supportive,Supportive,Supportive,Supportive
1386034747412033536,Supportive,Supportive,Supportive,Supportive
1385731945821310720,Supportive,Supportive,Supportive,Supportive
1386228953271001088,Supportive,Supportive,Supportive,Supportive
1385735380557869056,Supportive,Supportive,Supportive,Supportive
1385822283265159168,Supportive,Supportive,Supportive,Supportive
1386411611095638016,Supportive,Supportive,Supportive,Supportive
1386705042170843136,Supportive,Supportive,Supportive,Supportive
1385930039867412480,Supportive,Supportive,Supportive,Supportive
1386572332387364864,Not Supportive,Supportive,Not Supportive,Not Supportive
1385742312387526656,Supportive,Supportive,Supportive,Supportive
1385878962044342272,Supportive,Supportive,Supportive,Supportive
1386576994247364608,Supportive,Supportive,Supportive,Supportive
1385836642422779904,Supportive,Supportive,Supportive,Supportive
1385805825080393728,Supportive,Supportive,Supportive,Supportive
1386077404171587584,Supportive,Supportive,Supportive,Supportive
1385754508085669888,Supportive,Supportive,Supportive,Supportive
1385741736379486208,Supportive,Supportive,Supportive,Supportive
1385571832351256320,Supportive,Supportive,Supportive,Supportive
1385493645802020864,Supportive,Not Supportive,Not Supportive,Not Supportive
1387909686125543424,Supportive,Supportive,Supportive,Supportive
1385744223039787008,Supportive,Supportive,Supportive,Supportive
1385641104846954496,Not Supportive,Supportive,Supportive,Supportive
1386057921847611136,Supportive,Supportive,Supportive,Supportive
1385530048942427904,Supportive,Supportive,Supportive,Supportive
1385394446838247424,Supportive,Supportive,Supportive,Supportive
1386273014031941632,Not Supportive,Supportive,Supportive,Supportive
1385567783862382336,Supportive,Supportive,Supportive,Supportive
1386890795525963520,Supportive,Supportive,Supportive,Supportive
1385861492679970816,Supportive,Supportive,Supportive,Supportive
1386599911504990208,Supportive,Supportive,Supportive,Supportive
1386414973983723520,Supportive,Supportive,Supportive,Supportive
1385614180498083840,Supportive,Supportive,Supportive,Supportive
1385730542000381952,Supportive,Supportive,Supportive,Supportive
1386252780487290880,Supportive,Supportive,Supportive,Supportive
1385883215420960768,Supportive,Supportive,Supportive,Supportive
1385783349403283456,Supportive,Supportive,Supportive,Supportive
1385719343653195520,Supportive,Supportive,Supportive,Supportive
1385969808173322240,Supportive,Supportive,Supportive,Supportive
1387403412124446720,Supportive,Supportive,Supportive,Supportive
1385933595387252736,Supportive,Supportive,Supportive,Supportive
1385686479465189120,Supportive,Supportive,Supportive,Supportive
1385746757729103872,Supportive,Supportive,Supportive,Supportive
1385978088513748736,Supportive,Supportive,Supportive,Supportive
1386235298972160000,Supportive,Supportive,Supportive,Supportive
1385569526662709248,Supportive,Supportive,Supportive,Supportive
1387328424218406912,Supportive,Supportive,Supportive,Supportive
1385850912154001408,Supportive,Supportive,Supportive,Supportive
1385789656227205120,Supportive,Supportive,Supportive,Supportive
1385832416602853120,Supportive,Supportive,Supportive,Supportive
1385970276236673024,Supportive,Supportive,Supportive,Supportive
1386061130838298624,Supportive,Supportive,Supportive,Supportive
1385806003363479552,Supportive,Supportive,Supportive,Supportive
1385740521432289280,Supportive,Supportive,Supportive,Supportive
1385979081091657728,Supportive,Supportive,Supportive,Supportive
1385994919744053248,Supportive,Supportive,Supportive,Supportive
1385891867120705536,Supportive,Supportive,Supportive,Supportive
1386019138515050496,Supportive,Supportive,Supportive,Supportive
1386232408656293888,Supportive,Supportive,Supportive,Supportive
1385444135881093120,Supportive,Supportive,Supportive,Supportive
1385745249516105728,Not Supportive,Supportive,Not Supportive,Not Supportive
1385994600209321984,Supportive,Supportive,Supportive,Supportive
1385840763695632384,Supportive,Supportive,Supportive,Supportive
1385688620133146624,Supportive,Supportive,Supportive,Supportive
1385343109249310720,Not Supportive,Supportive,Not Supportive,Not Supportive
1386919857158074368,Supportive,Supportive,Supportive,Supportive
1385890815831126016,Supportive,Supportive,Supportive,Supportive
1386646946689978368,Not Supportive,Supportive,Not Supportive,Not Supportive
1387382579481899008,Not Supportive,Supportive,Not Supportive,Not Supportive
1385853756441612288,Supportive,Supportive,Supportive,Supportive
1385482780507791104,Supportive,Supportive,Supportive,Supportive
1385872631795109888,Supportive,Supportive,Supportive,Supportive
1385670134656819200,Supportive,Supportive,Supportive,Supportive
1385877446076080128,Not Supportive,Supportive,Supportive,Supportive
1385763181134454784,Supportive,Supportive,Supportive,Supportive
1385999341920296704,Supportive,Supportive,Supportive,Supportive
1385965397275512832,Supportive,Supportive,Supportive,Supportive
1385833885192294400,Supportive,Supportive,Supportive,Supportive
1385524490508058624,Supportive,Supportive,Supportive,Supportive
1385840943320866816,Supportive,Supportive,Supportive,Supportive
1385697176014266368,Supportive,Supportive,Supportive,Supportive
1387049189574529024,Supportive,Supportive,Supportive,Supportive
1386034725047963648,Supportive,Supportive,Supportive,Supportive
1386568779073687552,Not Supportive,Supportive,Supportive,Supportive
1385671765137911808,Supportive,Supportive,Supportive,Supportive
1387444528605323264,Not Supportive,Supportive,Supportive,Supportive
1387463062668591104,Not Supportive,Not Supportive,Supportive,Not Supportive
1385914988682960896,Supportive,Supportive,Supportive,Supportive
1385939771667664896,Supportive,Supportive,Supportive,Supportive
1385582329092087808,Supportive,Supportive,Supportive,Supportive
1385823003984924672,Supportive,Supportive,Supportive,Supportive
1385859511718711296,Supportive,Supportive,Supportive,Supportive
1385865649717583872,Supportive,Supportive,Supportive,Supportive
1385923250295803904,Supportive,Supportive,Supportive,Supportive
1385848915069706240,Supportive,Supportive,Supportive,Supportive
1385959783556017920,Supportive,Supportive,Supportive,Supportive
1385708443353423872,Supportive,Supportive,Supportive,Supportive
1386006378607779840,Supportive,Supportive,Supportive,Supportive
1386819367745335296,Supportive,Supportive,Supportive,Supportive
1386219398977835008,Supportive,Supportive,Supportive,Supportive
1385829188767191040,Supportive,Supportive,Supportive,Supportive
1385745654652231680,Supportive,Supportive,Supportive,Supportive
1385947121006829568,Supportive,Supportive,Supportive,Supportive
1385443997691355136,Supportive,Supportive,Supportive,Supportive
1385735786352582656,Not Supportive,Supportive,Supportive,Supportive
1386636970030518272,Supportive,Supportive,Supportive,Supportive
1385316742763790336,Supportive,Supportive,Supportive,Supportive
1385914918520725504,Supportive,Supportive,Supportive,Supportive
1385646994148954112,Supportive,Supportive,Supportive,Supportive
1385300135731769088,Supportive,Supportive,Supportive,Supportive
1386700534581706752,Supportive,Supportive,Supportive,Supportive
1385612219019185920,Supportive,Supportive,Supportive,Supportive
1385786843917078528,Supportive,Supportive,Supportive,Supportive
1385458931535908864,Supportive,Supportive,Supportive,Supportive
1385279383754219520,Supportive,Supportive,Supportive,Supportive
1385738550549827584,Not Supportive,Supportive,Not Supportive,Not Supportive
1386050920094523136,Supportive,Supportive,Supportive,Supportive
1385954334542766080,Supportive,Supportive,Supportive,Supportive
1385918991332372480,Supportive,Supportive,Supportive,Supportive
1385488704433704704,Not Supportive,Not Supportive,Not Supportive,Not Supportive
1385607248077074432,Supportive,Supportive,Supportive,Supportive
1386868635587600384,Supportive,Supportive,Supportive,Supportive
1385938316588208128,Supportive,Supportive,Supportive,Supportive
1386001178291547904,Supportive,Supportive,Supportive,Supportive
1385835881882292224,Not Supportive,Not Supportive,Not Supportive,Not Supportive
1387388946267652096,Supportive,Supportive,Supportive,Supportive
1385981052749967104,Supportive,Supportive,Supportive,Supportive
1385780020321263616,Not Supportive,Supportive,Supportive,Supportive
1385937425478868736,Supportive,Supportive,Supportive,Supportive
1385940718938513408,Supportive,Supportive,Supportive,Supportive
1386242926913617920,Supportive,Supportive,Supportive,Supportive
1385977511620788224,Supportive,Supportive,Supportive,Supportive
1385698945104584704,Supportive,Supportive,Supportive,Supportive
1385371586388140032,Supportive,Supportive,Supportive,Supportive
1385864568623144704,Not Supportive,Supportive,Supportive,Supportive
1386560581767995136,Not Supportive,Not Supportive,Not Supportive,Not Supportive
1385346054002970624,Supportive,Supportive,Supportive,Supportive
1385763196858822656,Supportive,Supportive,Supportive,Supportive
1385742223145377536,Supportive,Supportive,Supportive,Supportive
1386426526896295936,Supportive,Supportive,Supportive,Supportive
1385794793461063680,Supportive,Supportive,Supportive,Supportive
1385872316140298240,Supportive,Supportive,Supportive,Supportive
1385908165254975488,Supportive,Supportive,Supportive,Supportive
1386054923410870272,Supportive,Supportive,Supportive,Supportive
1386834447262126080,Supportive,Supportive,Supportive,Supportive
1385925909853708288,Supportive,Supportive,Supportive,Supportive
1385620146958516224,Supportive,Supportive,Supportive,Supportive
1385490067746136064,Supportive,Supportive,Supportive,Supportive
1385544197193732096,Supportive,Supportive,Supportive,Supportive
1386040897968779264,Supportive,Supportive,Supportive,Supportive
1385931659565047808,Supportive,Supportive,Supportive,Supportive
1385814090908454912,Not Supportive,Supportive,Supportive,Supportive
1385800131627294720,Supportive,Supportive,Supportive,Supportive
1385624841835929600,Supportive,Supportive,Supportive,Supportive
1385803402848866304,Not Supportive,Supportive,Supportive,Supportive
1385387646088794112,Supportive,Supportive,Supportive,Supportive
1386051632228536320,Supportive,Supportive,Supportive,Supportive
1385857080486154240,Supportive,Supportive,Supportive,Supportive
1385545662482296832,Supportive,Supportive,Supportive,Supportive
1386355502037098496,Supportive,Supportive,Supportive,Supportive
1385728965650927616,Supportive,Supportive,Supportive,Supportive
1386117094140387328,Supportive,Supportive,Supportive,Supportive
1385799378569465856,Supportive,Supportive,Supportive,Supportive
1385316602892197888,Supportive,Supportive,Supportive,Supportive
1386232174714801920,Supportive,Supportive,Supportive,Supportive
1387224877871009536,Supportive,Supportive,Supportive,Supportive
1385909555452792832,Supportive,Supportive,Supportive,Supportive
1385871267044241408,Supportive,Supportive,Supportive,Supportive
1385862289455140864,Supportive,Supportive,Supportive,Supportive
1387872396103884800,Supportive,Supportive,Supportive,Supportive
1386275928683204608,Supportive,Supportive,Supportive,Supportive
1385596084484034304,Supportive,Supportive,Supportive,Supportive
1385949332394807296,Supportive,Supportive,Supportive,Supportive
1385506677970149120,Supportive,Supportive,Supportive,Supportive
1385950188695658496,Supportive,Supportive,Supportive,Supportive
1385355526800826368,Supportive,Supportive,Supportive,Supportive
1386225024068161536,Supportive,Supportive,Supportive,Supportive
1386249919984332800,Not Supportive,Not Supportive,Supportive,Not Supportive
1386552437079633920,Supportive,Supportive,Supportive,Supportive
1385717977983684608,Supportive,Supportive,Supportive,Supportive
1385682808430108672,Supportive,Supportive,Supportive,Supportive
1385483392691671040,Supportive,Supportive,Supportive,Supportive
1386026126267625472,Supportive,Supportive,Supportive,Supportive
1385926853341466624,Supportive,Supportive,Supportive,Supportive
1385390829766942720,Supportive,Supportive,Supportive,Supportive
1386256557684391936,Not Supportive,Supportive,Supportive,Supportive
1386229825271074816,Supportive,Supportive,Supportive,Supportive
1386389516500439040,Supportive,Supportive,Supportive,Supportive
1386407737513287680,Not Supportive,Supportive,Supportive,Supportive
1386060190752051200,Supportive,Supportive,Supportive,Supportive
1385962572151758848,Supportive,Supportive,Supportive,Supportive
1385733855898898432,Supportive,Supportive,Supportive,Supportive
1386766101451841536,Supportive,Supportive,Supportive,Supportive
1385924648588697600,Supportive,Supportive,Supportive,Supportive
1385898498093195264,Supportive,Supportive,Supportive,Supportive
1388666810749177856,Supportive,Supportive,Supportive,Supportive
1386045744197488640,Supportive,Supportive,Supportive,Supportive
1386709730803044352,Supportive,Supportive,Supportive,Supportive
1385733996747935488,Supportive,Supportive,Supportive,Supportive
1386112367990243328,Supportive,Supportive,Supportive,Supportive
1385786989840986112,Supportive,Supportive,Supportive,Supportive
1386278731711401984,Supportive,Supportive,Supportive,Supportive
1385360233032208384,Supportive,Supportive,Supportive,Supportive
1385747847673524224,Supportive,Supportive,Supportive,Supportive
1385608962519703552,Supportive,Supportive,Supportive,Supportive
1385747359649443840,Supportive,Supportive,Supportive,Supportive
1385893385710493696,Supportive,Supportive,Supportive,Supportive
1385908536090058752,Supportive,Supportive,Supportive,Supportive
1385571073966608384,Supportive,Supportive,Supportive,Supportive
1386006076496219904,Supportive,Supportive,Supportive,Supportive
1386151374648487936,Supportive,Supportive,Supportive,Supportive
1385949993597538304,Supportive,Supportive,Supportive,Supportive
1386494370694635520,Not Supportive,Not Supportive,Supportive,Not Supportive
1385349292991385600,Supportive,Supportive,Supportive,Supportive
1386345061051473920,Not Supportive,Not Supportive,Not Supportive,Not Supportive
1386218859049463808,Not Supportive,Not Supportive,Not Supportive,Not Supportive
1386093262000345088,Supportive,Supportive,Supportive,Supportive
1385690434538725120,Not Supportive,Supportive,Supportive,Supportive
1386784813781192704,Supportive,Supportive,Supportive,Supportive
1385741651436576768,Supportive,Supportive,Supportive,Supportive
1385874550215299072,Supportive,Supportive,Supportive,Supportive
1385962765844508672,Supportive,Supportive,Supportive,Supportive
1385728968364597248,Supportive,Supportive,Supportive,Supportive
1385757515288297472,Supportive,Supportive,Supportive,Supportive
1385815352974643200,Supportive,Supportive,Supportive,Supportive
1388291866202885888,Not Supportive,Supportive,Supportive,Supportive
1386125104455852032,Supportive,Supportive,Supportive,Supportive
1386402350718328832,Supportive,Supportive,Supportive,Supportive
1385861768895819520,Supportive,Supportive,Supportive,Supportive
1385677550454808320,Not Supportive,Not Supportive,Not Supportive,Not Supportive
1386310174139289600,Supportive,Supportive,Supportive,Supportive
1385904715192545280,Supportive,Supportive,Supportive,Supportive
1385958054362066688,Supportive,Supportive,Supportive,Supportive
1386948098333700096,Supportive,Supportive,Supportive,Supportive
1386280672831152128,Supportive,Supportive,Supportive,Supportive
1385769864212619264,Supportive,Supportive,Supportive,Supportive
1385835041469706240,Supportive,Supportive,Supportive,Supportive
1385891467399372800,Supportive,Supportive,Supportive,Supportive
1385854973280403456,Supportive,Supportive,Supportive,Supportive
1384866257770590208,Supportive,Supportive,Not Supportive,Supportive
1386520520670187520,Supportive,Supportive,Supportive,Supportive
1385671388929818624,Not Supportive,Not Supportive,Not Supportive,Not Supportive
1387974941199503104,Supportive,Supportive,Supportive,Supportive
1385871416348880896,Supportive,Supportive,Supportive,Supportive
1386837541886861312,Supportive,Supportive,Supportive,Supportive
1385968016073056256,Supportive,Supportive,Supportive,Supportive
1385271861798477824,Supportive,Supportive,Supportive,Supportive
1386007160396595200,Supportive,Supportive,Supportive,Supportive
1385910952147755008,Supportive,Supportive,Supportive,Supportive
1386061674977894400,Supportive,Supportive,Supportive,Supportive
1385967209948848128,Supportive,Supportive,Supportive,Supportive
1386238769318318080,Supportive,Supportive,Supportive,Supportive
1386000931184021504,Supportive,Supportive,Supportive,Supportive
1385731157292208128,Supportive,Supportive,Supportive,Supportive
1386036235219648512,Supportive,Supportive,Supportive,Supportive
1385936893217435648,Supportive,Supportive,Supportive,Supportive
1385892556546875136,Supportive,Supportive,Supportive,Supportive
1385847805260963840,Supportive,Supportive,Supportive,Supportive
1385483294318415872,Supportive,Supportive,Supportive,Supportive
1385850406027341824,Supportive,Supportive,Supportive,Supportive
1385710976968929280,Supportive,Supportive,Supportive,Supportive
1386287155404812288,Supportive,Supportive,Supportive,Supportive
1385919994299572224,Supportive,Supportive,Supportive,Supportive
1386097647887470336,Not Supportive,Supportive,Supportive,Supportive
1385746443357630464,Not Supportive,Supportive,Supportive,Supportive
1385873392234950656,Supportive,Supportive,Supportive,Supportive
1385340037710192640,Supportive,Supportive,Supportive,Supportive
1386048644093202432,Supportive,Supportive,Supportive,Supportive
1386011553783238656,Supportive,Supportive,Supportive,Supportive
1385948962490920704,Supportive,Supportive,Supportive,Supportive
1385972062896930816,Supportive,Supportive,Supportive,Supportive
1385811999792135936,Supportive,Supportive,Supportive,Supportive
1389308014922854400,Not Supportive,Not Supportive,Not Supportive,Not Supportive
1385770537172013056,Supportive,Supportive,Supportive,Supportive
1385832430695768064,Supportive,Supportive,Supportive,Supportive
1385832740268826624,Supportive,Supportive,Supportive,Supportive
1385996298067738624,Supportive,Supportive,Supportive,Supportive
1387417193877491712,Not Supportive,Supportive,Supportive,Supportive
1385857530975432704,Supportive,Supportive,Supportive,Supportive
1385805890616365056,Supportive,Supportive,Supportive,Supportive
1385946526271295488,Supportive,Supportive,Supportive,Supportive
1385603904277258240,Not Supportive,Supportive,Supportive,Supportive
1387007535010521088,Supportive,Supportive,Supportive,Supportive
1385340974331797504,Supportive,Supportive,Supportive,Supportive
1385368204395044864,Supportive,Supportive,Supportive,Supportive
1385540408999034880,Supportive,Supportive,Supportive,Supportive
1386194917500755968,Supportive,Not Supportive,Supportive,Supportive
1385995190264074240,Supportive,Supportive,Supportive,Supportive
1385793749838618624,Supportive,Supportive,Supportive,Supportive
1387076827764645888,Supportive,Supportive,Supportive,Supportive
1385928441275453440,Supportive,Supportive,Supportive,Supportive
1386730846011465728,Supportive,Supportive,Supportive,Supportive
1385777497254596608,Supportive,Supportive,Supportive,Supportive
1386003752516206336,Supportive,Supportive,Supportive,Supportive
1385991170447261696,Supportive,Supportive,Supportive,Supportive
1385875892711342080,Supportive,Supportive,Supportive,Supportive
1386010731942866688,Supportive,Supportive,Supportive,Supportive
1386043994975739904,Not Supportive,Supportive,Supportive,Supportive
1386284325562372096,Supportive,Supportive,Supportive,Supportive
1386480001223175936,Supportive,Supportive,Supportive,Supportive
1385894769906364416,Supportive,Supportive,Supportive,Supportive
1386053742185811968,Supportive,Supportive,Supportive,Supportive
1385961366603898880,Supportive,Supportive,Supportive,Supportive
1385868442046111488,Supportive,Supportive,Supportive,Supportive
1386192305565077504,Supportive,Supportive,Supportive,Supportive
1386674488570523648,Supportive,Supportive,Supportive,Supportive
1385993245658734336,Supportive,Supportive,Supportive,Supportive
1386255757419687936,Supportive,Supportive,Supportive,Supportive
1387136940756111104,Supportive,Supportive,Supportive,Supportive
1385972730907054080,Supportive,Supportive,Supportive,Supportive
1385669516231856128,Supportive,Supportive,Supportive,Supportive
1385674087285104640,Supportive,Supportive,Supportive,Supportive
1385735056497512448,Supportive,Supportive,Supportive,Supportive
1385972597674942464,Supportive,Supportive,Supportive,Supportive
1385685983484649472,Supportive,Supportive,Supportive,Supportive
1385946818907869184,Supportive,Supportive,Supportive,Supportive
1386180481465585664,Supportive,Supportive,Supportive,Supportive
1385861618001752064,Supportive,Supportive,Supportive,Supportive
